sensitivity_variant,sensitivity_variant_type,sensitivity_description,excluded_genes,excluded_modules,dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags,mean_delta_primary,ci95_low_primary,ci95_high_primary,p_value_primary,q_value_metric_primary,evidence_flags_primary,delta_difference_vs_primary,abs_delta_difference_vs_primary,relative_abs_delta_difference_vs_primary,direction,direction_primary,direction_same_as_primary,primary_ci_supported,variant_ci_supported,ci_support_retained,ci_support_lost,ci_support_gained,direction_flipped
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,repair_score,3,3,participant,,paired,3,3,3,3,-0.2254365271809967,0.22543652718099624,0.45087305436199293,0.6594263302173797,-0.11878582406103176,1.1732635254985693,paired_cohen_dz,0.6837352918761413,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.7916666666666666,0.7898995535714286,very_small_n;ci_crosses_zero,0.4301824325333716,-0.03180132101067229,1.1546478329977892,0.5,0.95,very_small_n;ci_crosses_zero,0.02069062182862136,0.02069062182862136,0.04809731933210981,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,balance_score,3,3,participant,,paired,3,3,3,3,-0.13583228503367134,0.13583228503367084,0.2716645700673422,0.2582569982365112,-0.00262975240510277,0.5101460573370966,paired_cohen_dz,1.0519156186371854,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.7916666666666666,0.8213541666666667,very_small_n;ci_crosses_zero,0.26943376525506274,0.07035129449320227,0.5007140369687888,0.25,0.5277777777777778,very_small_n;ci_excludes_zero,0.002230804812279441,0.002230804812279441,0.008279603746648542,1.0,1.0,1.0,True,False,False,True,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,NAMPT_z,6,6,participant_id,,paired_intersection,4,4,4,4,-0.645326059673071,-0.3034719091402039,0.34185415053286705,0.5314641385885969,-0.06111127718789727,0.7857097581080521,paired_cohen_dz,0.6432308893704948,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.7916666666666666,0.59375,very_small_n;ci_crosses_zero,0.34185415053286705,-0.061300346930828996,0.7827306618210879,0.5,0.59375,very_small_n;ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,inflammatory_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.24660462915082146,-0.29124803424222845,-0.04464340509140699,0.3562065223559041,-0.326504423299302,0.23448290492535145,paired_cohen_dz,-0.1253301169112268,0.875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9779411764705882,0.9772135416666666,very_small_n;ci_crosses_zero,-0.03123481602292505,-0.29176898624329295,0.23278775332930723,0.875,1.0,very_small_n;ci_crosses_zero,-0.013408589068481941,0.013408589068481941,0.4292834335454576,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,repair_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.2788294167330015,-0.37739070761718113,-0.09856129088417963,0.14388468933862192,-0.1986211813877322,0.037998538712423195,paired_cohen_dz,-0.6850019368789334,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5277777777777778,0.59375,very_small_n;ci_crosses_zero,-0.14515227887881524,-0.22703426593440004,-0.06327029182323049,0.125,0.3392857142857143,very_small_n;ci_excludes_zero,0.04659098799463561,0.04659098799463561,0.32098006558707565,-1.0,-1.0,1.0,True,False,False,True,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,balance_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.032224787582180024,-0.08614267337495268,-0.05391788579277266,0.3519879721776191,-0.37306852331370755,0.2641974520274331,paired_cohen_dz,-0.15318104609996383,0.625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8796296296296297,0.8213541666666667,very_small_n;ci_crosses_zero,-0.11391746285589019,-0.3962129508060571,0.19639659912672142,0.5,0.95,very_small_n;ci_crosses_zero,0.05999957706311753,0.05999957706311753,0.526693410816384,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,NAMPT_z,6,7,participant_id,,paired_intersection,6,6,6,6,0.33962327610703397,0.11693148341776675,-0.22269179268926734,1.259112469872381,-1.2174159542884222,0.6109348196355102,paired_cohen_dz,-0.1768640991315403,0.71875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9288589015151515,0.7586805555555556,small_n;ci_crosses_zero,-0.22269179268926734,-1.184792201110678,0.6085223972281507,0.71875,0.7586805555555556,small_n;ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,inflammatory_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.011154002191996304,0.16783291380511567,0.15667891161311934,1.3591193791396448,-0.9184561777210014,1.0592888556845075,paired_cohen_dz,0.11527972746021829,0.90625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9839285714285714,0.9772135416666666,small_n;ci_crosses_zero,0.14619827132138305,-0.8509436103622087,1.0780625661535017,0.90625,1.0,small_n;ci_crosses_zero,0.010480640291736287,0.010480640291736287,0.0716878537414237,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,repair_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.27609039219735776,0.03573796997346146,-0.2403524222238962,1.4546308164826116,-1.3274544367659398,0.6976464158552353,paired_cohen_dz,-0.16523259338412985,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9288589015151515,0.8514539930555556,small_n;ci_crosses_zero,-0.2741231757718645,-1.4857183216558543,0.6965973638150568,0.75,0.9895833333333334,small_n;ci_crosses_zero,0.033770753547968324,0.033770753547968324,0.12319554321840193,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,balance_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.26493639000536146,-0.13209494383165418,-0.39703133383701567,0.2907730554569174,-0.59313837118731,-0.17712146242877067,paired_cohen_dz,-1.365433716728413,0.0625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.2375,0.19084821428571427,small_n;ci_excludes_zero,-0.4203214470932475,-0.6075247382478688,-0.2207054378093906,0.03125,0.09895833333333333,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.023290113256231815,0.023290113256231815,0.055410242368776744,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,NAMPT_z,16,18,participant+treatment,,paired_intersection,16,16,16,16,-0.38534816790257936,0.4620486259386902,0.8473967938412696,1.2471575211582047,0.28881080082596317,1.4703358483032412,paired_cohen_dz,0.6794625213455899,0.014797040591881624,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.10223409863481848,0.07028594281143771,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.8473967938412696,0.27515150208026823,1.437028812780872,0.013797240551889621,0.0655368926214757,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,inflammatory_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,-0.10760839063430512,0.10104146989448003,0.20864986052878515,0.3029928588668244,0.06482817863893207,0.3626373251618311,paired_cohen_dz,0.6886296307745451,0.010997800439912017,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0890625,0.10447910417916416,ci_excludes_zero;nominal_p_lt_0.05,0.264782001104761,0.1388671600422903,0.4025129769667588,0.0007998400319936012,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.056132140575975875,0.056132140575975875,0.21199379240950442,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,repair_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,0.04491265389536546,-0.04361799163986789,-0.08853064553523336,0.1999057004531288,-0.18903301174276485,0.008005032064598664,paired_cohen_dz,-0.442862036122831,0.09738052389522095,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.32177912243638224,0.3700459908018396,ci_crosses_zero,-0.09600793047820882,-0.16065822211706263,-0.02955446079066504,0.01839632073585283,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,0.007477284942975462,0.007477284942975462,0.07788195106103867,-1.0,-1.0,1.0,True,False,False,True,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,balance_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,0.15252104452967058,-0.1446594615343479,-0.29718050606401847,0.2943428907570524,-0.43160965335787427,-0.1599505003265649,paired_cohen_dz,-1.009640509066374,0.0005998800239952009,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.030393921215756847,0.011397720455908818,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.3607899315829698,-0.4933106324006306,-0.23141246671333923,0.0009998000399920016,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.06360942551895132,0.06360942551895132,0.1763059884733043,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,NAMPT_z,9,10,participant_id,,paired_intersection,9,9,9,9,-0.43923065308801124,0.2869893284610309,0.7262199815490421,1.4332738796415052,-0.2030931892237954,1.4643560828158295,paired_cohen_dz,0.5066861204019754,0.15625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.3958333333333333,0.296875,small_n;ci_crosses_zero,0.7262199815490421,-0.18401416526626393,1.4984646002500415,0.15625,0.296875,small_n;ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,inflammatory_score,9,10,participant_id,,paired_intersection,9,9,9,9,-0.05168435938195455,0.23085318958221052,0.28253754896416505,1.0050083656004358,-0.4681518165271541,0.7374247895144754,paired_cohen_dz,0.28112954939968565,0.45703125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.7916666666666666,0.883203125,small_n;ci_crosses_zero,0.2893669759199647,-0.33210547429336307,0.7570532537738621,0.421875,0.890625,small_n;ci_crosses_zero,-0.0068294269557996334,0.0068294269557996334,0.023601265949880088,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,repair_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.12223413591783767,-0.16938362913728186,-0.2916177650551195,0.45753378722660554,-0.5468481030508627,-0.007276610108216464,paired_cohen_dz,-0.6373688090289344,0.09375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.32177912243638224,0.3700459908018396,small_n;ci_excludes_zero,-0.28615827868570975,-0.5529496565442761,0.048239725247227,0.125,0.3392857142857143,small_n;ci_crosses_zero,-0.005459486369409738,0.005459486369409738,0.019078554688281242,-1.0,-1.0,1.0,False,True,False,False,True,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,balance_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.17391849529979223,-0.4002368187194924,-0.5741553140192845,0.7813816808081469,-0.9843494151214406,-0.02926434780656759,paired_cohen_dz,-0.7347949512016487,0.0703125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.2544642857142857,0.19084821428571427,small_n;ci_excludes_zero,-0.5755252546056745,-0.9888319473160584,-0.060698476127624315,0.05859375,0.15904017857142858,small_n;ci_excludes_zero,0.0013699405863899505,0.0013699405863899505,0.0023803309679756375,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,NAMPT_z,9,10,participant_id,,paired_intersection,9,9,9,9,-0.43923065308801124,0.6708933890302309,1.110124042118242,0.9322035140741719,0.534311119953443,1.652595510369404,paired_cohen_dz,1.1908601773731498,0.0078125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.07421875,0.07028594281143771,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,1.110124042118242,0.5838591454168959,1.707562935472511,0.0078125,0.0655368926214757,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,inflammatory_score,9,10,participant_id,,paired_intersection,9,9,9,9,-0.05168435938195455,-0.19227716613799342,-0.14059280675603883,0.45878048802720334,-0.4684411802840062,0.09313937648435268,paired_cohen_dz,-0.30644896726231824,0.46484375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.7916666666666666,0.883203125,small_n;ci_crosses_zero,-0.09988355445268787,-0.38156863274738767,0.11957603279788172,0.58984375,1.0,small_n;ci_crosses_zero,-0.04070925230335096,0.04070925230335096,0.4075671167933238,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,repair_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.12223413591783767,-0.04050214385227481,-0.1627362797701125,0.43989621728710615,-0.44500359948248275,0.09582236728587155,paired_cohen_dz,-0.36994243954568895,0.30078125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.6015625,0.6349826388888888,small_n;ci_crosses_zero,-0.07883434703839762,-0.4020352413028725,0.20417676108197838,0.68359375,0.9895833333333334,small_n;ci_crosses_zero,-0.0839019327317149,0.0839019327317149,1.0642814443664894,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,balance_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.17391849529979223,0.1517750222857186,-0.022143473014073642,0.5164409468500456,-0.3211198965605727,0.3240345646205902,paired_cohen_dz,-0.042877066873055765,0.90234375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9839285714285714,0.9664067186562688,small_n;ci_crosses_zero,0.021049207414290252,-0.3143656119697209,0.413691723992748,0.9140625,1.0,small_n;ci_crosses_zero,-0.0431926804283639,0.0431926804283639,2.0519860714109597,-1.0,1.0,0.0,False,False,False,False,False,True
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5942074733483029,0.5784064701594829,1.172613943507786,0.8083684190962352,0.7069197609736622,1.682989819055984,paired_cohen_dz,1.4505934618509482,0.00390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.049479166666666664,0.07028594281143771,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,1.172613943507786,0.7339802841982744,1.669353669505899,0.00390625,0.0655368926214757,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.19982373363236933,0.2820886180718492,0.48191235170421864,0.63263497342991,0.10371106621020623,0.851070885107638,paired_cohen_dz,0.7617542057333161,0.04296875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.171875,0.2041015625,ci_excludes_zero;nominal_p_lt_0.05,0.4724024069395784,0.07845801390367178,0.8283916200462392,0.044921875,0.21337890625,ci_excludes_zero;nominal_p_lt_0.05,0.009509944764640232,0.009509944764640232,0.020131025212698758,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.07627861227745387,-0.45721089029593315,-0.533489502573387,0.611063370336124,-0.9173695680203902,-0.1934860152242875,paired_cohen_dz,-0.8730510262461545,0.01953125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.10885416666666667,0.13606770833333334,ci_excludes_zero;nominal_p_lt_0.05,-0.5961167136601276,-1.0130275680697196,-0.21793055168248418,0.015625,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,0.06262721108674063,0.06262721108674063,0.10505863977913418,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.2761023459098232,-0.7392995083677824,-1.0154018542776055,0.5889679795055274,-1.3689368770082049,-0.689044702880677,paired_cohen_dz,-1.7240357534039354,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.037109375,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-1.068519120599706,-1.42328608293833,-0.7203148743313694,0.001953125,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.053117266322100454,0.053117266322100454,0.049711105115543844,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5942074733483029,0.7032426016501431,1.2974500749984461,1.9129296586527706,0.3603221447088387,2.4136674572800016,paired_cohen_dz,0.6782528929538415,0.0234375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.111328125,0.0721855628874225,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,1.2974500749984461,0.3294695281778792,2.5106101313196567,0.0234375,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.19982373363236933,-0.24267819293111495,-0.04285445929874563,0.6012364799707606,-0.432656481081807,0.2662648490564724,paired_cohen_dz,-0.07127721075878451,0.869140625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9779411764705882,0.9772135416666666,ci_crosses_zero,-0.008426228477938242,-0.40919741451137315,0.26928147236831984,0.970703125,1.0,ci_crosses_zero,-0.034428230820807385,0.034428230820807385,4.0858411222705655,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.07627861227745387,-0.019795594407158345,-0.09607420668461221,0.503497610343462,-0.40455140061614014,0.17993867574421957,paired_cohen_dz,-0.19081362991787584,0.58203125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8776717275943396,0.7898995535714286,ci_crosses_zero,-0.013805741836919494,-0.36194540961400734,0.2669906990856433,0.9375,0.9895833333333334,ci_crosses_zero,-0.08226846484769272,0.08226846484769272,5.959003566739842,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.2761023459098232,0.2228825985239566,-0.053219747385866566,0.36391967186261404,-0.27287063497256325,0.18081713070784736,paired_cohen_dz,-0.14624036978676422,0.64453125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8800223214285714,0.8213541666666667,ci_crosses_zero,-0.005379513358981269,-0.2182246057017274,0.1802719041344087,0.96875,1.0,ci_crosses_zero,-0.047840234026885295,0.047840234026885295,8.893041216639885,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.8271673335262635,-0.4214735105013615,0.40569382302490203,0.8468574421650669,-0.009122818916556525,0.9303510902300443,paired_cohen_dz,0.47905798877755557,0.12890625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.3628472222222222,0.2721354166666667,ci_crosses_zero,0.40569382302490203,-0.005669314491434079,0.9396811601147517,0.12890625,0.2721354166666667,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.12205973811302735,0.26309285406512595,0.38515259217815334,0.7732448236309618,-0.09091576834610024,0.8204373394097603,paired_cohen_dz,0.49809915360257356,0.140625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.38169642857142855,0.39760044642857145,ci_crosses_zero,0.366433770955527,-0.07501429775166223,0.7585591788553271,0.14453125,0.46530612244897956,ci_crosses_zero,0.01871882122262636,0.01871882122262636,0.05108377749631108,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.04349644867574218,-0.08487118377678644,-0.1283676324525286,0.5295656938397193,-0.40811971051405416,0.1814543327854458,paired_cohen_dz,-0.24240171511446307,0.458984375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.7916666666666666,0.7898995535714286,ci_crosses_zero,-0.13394014553602923,-0.47541403222470013,0.19123618382703134,0.48046875,0.95,ci_crosses_zero,0.005572513083500624,0.005572513083500624,0.04160450222895753,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.16555618678876952,-0.3479640378419124,-0.5135202246306819,0.3686254428567292,-0.7062673649932614,-0.2990338662374545,paired_cohen_dz,-1.3930677726720775,0.005859375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.06361607142857142,0.022265625,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.5003739164915562,-0.6722883924974246,-0.2822786063486398,0.00390625,0.0185546875,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.013146308139125762,0.013146308139125762,0.02627296848585353,-1.0,-1.0,1.0,True,True,True,False,False,False
